timestamp,energy_kwh,anomaly,score
2022-12-31 22:00:00,8.24,False,0.09262075280045608
2022-12-31 23:00:00,8.25,False,0.09245513504623283
2023-01-01 00:00:00,8.28,False,0.09195828178356309
2023-01-01 01:00:00,6.81,False,0.11630409165438123
2023-01-01 02:00:00,7.09,False,0.11166679453613015
2023-01-01 03:00:00,6.28,False,0.12508183262821362
2023-01-01 04:00:00,22.93,False,0.15067172815350216
2023-01-01 05:00:00,20.17,False,0.10496122798788449
2023-01-01 06:00:00,18.7,False,0.0806154181170663
2023-01-01 07:00:00,13.45,False,0.006333902850141404
2023-01-01 08:00:00,12.67,False,0.019252087679555108
2023-01-01 09:00:00,15.08,False,0.020661791088248782
2023-01-01 10:00:00,13.63,False,0.0033527832741228336
2023-01-01 11:00:00,15.09,False,0.020827408842472056
2023-01-01 12:00:00,12.16,False,0.027698593144940997
2023-01-01 13:00:00,13.65,False,0.003021547765676341
2023-01-01 14:00:00,14.4,False,0.009399783801067624
2023-01-01 15:00:00,29.52,True,0.25981382818662574
2023-01-01 16:00:00,27.76,True,0.2306651034433333
2023-01-01 17:00:00,26.81,True,0.21493141679212424
2023-01-01 18:00:00,28.05,True,0.2354680183158076
2023-01-01 19:00:00,26.67,True,0.21261276823299874
2023-01-01 20:00:00,11.77,False,0.03415768555964788
2023-01-01 21:00:00,9.79,False,0.0669500008958519
2023-01-01 22:00:00,6.26,False,0.12541306813666014
2023-01-01 23:00:00,5.04,False,0.14561843415189696
2023-01-02 00:00:00,6.27,False,0.1252474503824369
2023-01-02 01:00:00,6.74,False,0.117463415933944
2023-01-02 02:00:00,5.84,False,0.13236901381403676
2023-01-02 03:00:00,5.4,False,0.13965619499985987
2023-01-02 04:00:00,18.82,False,0.0826028311677453
2023-01-02 05:00:00,18.15,False,0.07150644163478737
2023-01-02 06:00:00,17.83,False,0.06620667349964326
2023-01-02 07:00:00,11.69,False,0.0354826275934339
2023-01-02 08:00:00,11.63,False,0.03647633411877338
2023-01-02 09:00:00,12.17,False,0.02753297539071775
2023-01-02 10:00:00,11.64,False,0.03631071636455013
2023-01-02 11:00:00,10.94,False,0.04790395916017784
2023-01-02 12:00:00,12.61,False,0.02024579420489464
2023-01-02 13:00:00,12.87,False,0.015939732595090073
2023-01-02 14:00:00,12.85,False,0.016270968103536565
2023-01-02 15:00:00,22.33,False,0.140734662900107
2023-01-02 16:00:00,20.9,False,0.11705132404618185
2023-01-02 17:00:00,24.27,False,0.17286450721941804
2023-01-02 18:00:00,21.33,False,0.12417288747778171
2023-01-02 19:00:00,21.43,False,0.12582906502001429
2023-01-02 20:00:00,9.17,False,0.07721830165769358
2023-01-02 21:00:00,8.93,False,0.08119312775905163
2023-01-02 22:00:00,5.78,False,0.13336272033937624
2023-01-02 23:00:00,5.6,False,0.1363438399153948
2023-01-03 00:00:00,6.91,False,0.1146479141121487
