timestamp,energy_kwh,anomaly,score
2022-12-31 22:00:00,7.69,False,-0.08791830621797869
2022-12-31 23:00:00,6.23,False,-0.1434987842693526
2023-01-01 00:00:00,7.53,False,-0.09480690466874109
2023-01-01 01:00:00,7.42,False,-0.09131890043907265
2023-01-01 02:00:00,8.11,False,-0.0983373280364882
2023-01-01 03:00:00,6.65,False,-0.1514370372155821
2023-01-01 04:00:00,21.58,False,-0.10332474126195235
2023-01-01 05:00:00,20.8,False,-0.11211401510339414
2023-01-01 06:00:00,23.19,False,-0.07238196761323779
2023-01-01 07:00:00,13.1,False,-0.13319907754531152
2023-01-01 08:00:00,14.73,False,-0.09321194099892227
2023-01-01 09:00:00,13.82,False,-0.08961742801428285
2023-01-01 10:00:00,12.78,False,-0.1702170665565627
2023-01-01 11:00:00,12.03,False,-0.17598193101039478
2023-01-01 12:00:00,15.2,False,-0.0843768506502286
2023-01-01 13:00:00,15.45,False,-0.08941291419178965
2023-01-01 14:00:00,12.26,False,-0.1835182753815916
2023-01-01 15:00:00,28.2,True,0.005878384221641775
2023-01-01 16:00:00,28.26,True,0.0046310509939860856
2023-01-01 17:00:00,26.54,False,-0.0
2023-01-01 18:00:00,27.49,True,0.012207858466663835
2023-01-01 19:00:00,29.19,True,0.03306282992780274
2023-01-01 20:00:00,11.96,False,-0.16763930002762378
2023-01-01 21:00:00,9.77,False,-0.10003336981767874
2023-01-01 22:00:00,6.82,False,-0.1357822203537269
2023-01-01 23:00:00,6.62,False,-0.15530947365692654
2023-01-02 00:00:00,5.31,False,-0.07645614734624595
2023-01-02 01:00:00,6.39,False,-0.1459724984660029
2023-01-02 02:00:00,6.43,False,-0.14897337506342767
2023-01-02 03:00:00,6.52,False,-0.15498522190262642
2023-01-02 04:00:00,15.67,False,-0.07507576681350081
2023-01-02 05:00:00,16.61,False,-0.06764629709115388
2023-01-02 06:00:00,18.67,False,-0.10138369706628825
2023-01-02 07:00:00,11.56,False,-0.1625277789034073
2023-01-02 08:00:00,10.3,False,-0.1513098701519821
2023-01-02 09:00:00,10.52,False,-0.14946301303603687
2023-01-02 10:00:00,12.94,False,-0.1554492690192129
2023-01-02 11:00:00,11.07,False,-0.15427448762197793
2023-01-02 12:00:00,12.61,False,-0.17210411473307446
2023-01-02 13:00:00,11.71,False,-0.16934572098815864
2023-01-02 14:00:00,12.47,False,-0.17209829309540176
2023-01-02 15:00:00,20.75,False,-0.10726919278114427
2023-01-02 16:00:00,20.07,False,-0.09519822597257632
2023-01-02 17:00:00,20.37,False,-0.08708323965859266
2023-01-02 18:00:00,23.63,False,-0.09376281424637256
2023-01-02 19:00:00,20.03,False,-0.09115227930363434
2023-01-02 20:00:00,9.72,False,-0.09827497153080689
2023-01-02 21:00:00,8.26,False,-0.10742539491320285
2023-01-02 22:00:00,6.57,False,-0.15659815497850094
2023-01-02 23:00:00,5.11,False,-0.03136984939535081
2023-01-03 00:00:00,6.95,False,-0.12130035031887737
2023-01-03 01:00:00,5.55,False,-0.11693978745006972
2023-01-03 02:00:00,6.65,False,-0.1514370372155821
2023-01-03 03:00:00,6.87,False,-0.1367572413722502
2023-01-03 04:00:00,17.02,False,-0.05459757335254689
2023-01-03 05:00:00,15.25,False,-0.08760252677679903
2023-01-03 06:00:00,16.29,False,-0.07115170334702325
2023-01-03 07:00:00,12.48,False,-0.17311657728151864
